review,sentiment
sir john gielgud must become senile star mess movie like onethis one films suppose considered art dont fooledits garbage stick art admire frame films labeled usually unintelligible forgeries like thisin masterpiece giegud recites shakespeares tempest camera pans away nude people one little kid urinating swimming pool wow heady stuff real art aint thats one example story makes sense impossible follow hence one liberal critics afraid say didnt understand give high marks save phony egos want shakespeare read books,negative
film made creators thinking first mm film least plot made sense potentially interesting first film snuff film industry sequel hold porno industry yes snuff film industry industry people supposedly killed film entertainment league adult film industry industry people film people engaging unstimulated sex acts situations eroticism idea alone warn poorly conceived idea film alone isnt helped lack plot character acting direction script logic theme even sound design remarkably boring film never held attention literally nothing works would mystery thriller film porno industry involving assassination betrayal work anyway dont much interest adult films certainly watched would somebody make film evils would make sequel film snuff movies dont even know industry involved snuff film making hope doesnt idea snuff film alone horrific people truly sick bad would part dont think adult film industry revolves around murder torture im pretty sure lot people make pornographic films good intentions rather hurt kill people never okay hurt another human adult film industry isnt hurting people creating films diversion waste time film trying say doesnt work,negative
comes someone withstand almost viewing acting sound awful might qualify bad good point meritfor however take horror movies seriously crapits soooo cheap think thats major complaint dialogue often hilariousattention many times startled used child actress seriously god awfuli pray acting career ended hereher line donuts hate donuts worth repeated viewing however,negative
thought extremely clever film pleased truly couldnt ask actually film didnt return someone really want keep due much enjoyed also fact dont many foreign films first personally love finnish stuff definitely added much enjoyed overall worth watching however youre whole trying understand finnish read subtitles bit film sure,positive
story incredible begins new kid town named roy bus school notices kid running shoes day breaks big bullies nose trying fight roy soon discovers kid runaway step sister trying mess construction sight could kill beautiful owls live roy decides help fight win fight smart bumbling cop dave delinkoluke wilson stumbles enjoyable film funny adventurous admire luke wilson taking role dont think brother owen would even take role,positive
another popular screening british picture coalvilles century theatre well crafted solid drama ever developing plot ongoing twists taleas lies piled masterclass acting flawless cast well marshaled first time director julian fellowes outstanding performance usual tom wilkinson good turns concerned including supporting actors linda bassett john neville audience engrossed film includes couple shock incidents really make jump good tight production around minutes probably produced limited budget success see fellowes directing big screen publicity film seemed suggest set per nigel balchins novelbut obviously case recommended viewing,positive
three scumbags get deserts wasting lives greed drugs ego bad attitudes interesting well done style film always makes wonder reality leaves imagination takes even though folks scum earth still found pitying never really stood much chance,positive
lucio fulci famous italian splatter movies mostly undead films like zombie beyond directed black comedy sorts theres one problem nauseating say knowing like city walking dead also gross like compulsive gambler gets money habit romancing ugly deformed rich women murdering stealing cash film makes plan look easy guess women ugly go bank always cash person upteenth murder began suspect ive always heard fulci hated women must rate film stinks funny fulci stayed giallo supernatural zombie movies avoid film costs,negative
fault actors put great performances overall story well executed movie opens great zinger crazy old guy forces young aborigine girls car road forced endure minutes character development entirely new group characters dont know minutes turns ones eventually discover girls body story progresses therewhile story pick point really goes nowhere hours asked point see characters struggle accusations racism stupidity handled discovery story ultimately unsatisfying felt unfinished well acted theres strong enough backbone film warrant recommending,negative
good story well told liked themes main story line wasnt clear could maybe much going lack ability reign acting okay cheesy stronger others even stronger actors moments lesser quality acting took couple months get entire movie didnt keep attention flow bad finished watching im glad movie finally gets moving continuity toward end good story delivery sub par would recommend story line maybe little eye candy mean little,negative
movie yet another waste time oh keep renting crap like someone please tell sigh oh well back movie hand cube zero probably worth really really enjoyed first movie like want check whats last hopefully movie scraped together keep poor actors screenwriters employed course movie looking good movie good acting fantastic plot evil grin movie definitely ok im lying best movie sucks ok admit certain elements cool well coolish laughed quite times prolly wrong things nevertheless amused things barely makes ok category isnt enough make movie worth unless count manos hand fate one top ten movies ever,negative
normally dont problem gratuitous swearing films one really annoyed swear whole film someone else noted get cancer boring rambling pretentious wouldnt also dont like films people like claim observe life love eat drink man woman happens load taiwanese people lead lives could relate never met anyone swore much actors film used work construction site go figure said william h macy made grin avoid unless enjoy tedium,negative
havent seen japanese grudgefilms really enjoy one rarely get scared watching films jump effect sound startling enough getting scared movie rare thing get scared grudge maybe didnt expect anything watched didnt expect getting scared didnt know anything either probably good thingthis film apparently either love hate people seem compare japanese grudgefilms even though havent seen believe isnt right compare film actually film stands ownthe story weak people say dont agree story minimalistic done purpose storytelling techniques used broken time frame instance perfectly done director knows exactly hes believe got vision wanted iti gave film film enjoy watching hate simple,positive
first time see second renaissance may look boring look least twice definitely watch part change view matrix human people ones started war ai bad thing,positive
stars war correspondent william holden separated falls love stunning eurasian doctor jessica jones set stunning backdrop hong kong cinematography magnificent rendezvous hill overlooking hong kong story deals racial tensions society frowning mixed relations extra marital affairs love strong character heroine portrayed jessica jones eurasian doctor stays humble steadfast altruistic mission stays loyal love despite gets sacked hospital cavorting married man gossipping high rankers one day william holden called korean war covers ill fated day gets news demise end course tragic cried went hill sweet ill fated love affair defeats odds fact got fired job wife would grant divorce yet great love perseveredthey experienced great love despite personally believe extramarital affairs think started something bound someone else allowed let happen despite truly magnificent movie think heroine overshadowed hero jessica jones sultry gave magnificent performance although thought strange didnt hire real asian actress someone asian blood agree one review jessica jones oozes sexuality lays ground looks william holden speaking calmly eyes say come take nowi find pity great films made born seems many hollywood movies lacking depth great acting depend entirely stunts heavy sex scenes truly one greatest illfated love stories movies,positive
xizao tale clash modern life ancient traditions effects family china da ming quanxiu pu businessman returns home letter sent brother er ming wu jiang makes believe father liu xu zhu died founds father still alive well old neighborhood father old business public bathroomthe movie centers around da mings family learn importance fathers job something always considered old tradition die soon also movie explores relationship er ming mentally challenged problems small community bathroom place purifies bodies also soulsthe two main themes movie family problems progress incredibly well handled movie never loses point trying make themes good developed get glimpse chinese society customsthe director yang zhang tells tale simple way letting characters characters job simple approach fits movie perfectly highly doubt another style would fit movie good zhang enormous potential tell story without aid visual flare camera tricksthe acting outstanding naturalistic approach everyone acts natural way almost looks real persons filmed three lead characters give remarkable performances wu jiang er ming surely steals showeven movie could sticked patronizing old days much better message instead takes attitude equilibrium like saying progress good must move must forget came keep equilibrium modern life traditions oldan awesome touching film,positive
police squad funny show ended soon guess run got repetitive unfunny like many american television shows geniuses behind funny show team zucker abrahams zucker every since straight act comedy hit airplane leslie nielsen found new career comedian short lived tv series chance play straight man wacky comedy bizarre titles episode gave away ending lt drebrin leslie nielsen got many weird cases seen believedtooo bad never released dvd show needed rereleased would one whole new generation waiting see showhighly recommended,positive
shame really rarely watch film left feeling disappointed end ive seen quite ira levins adaptations rosemarys baby stepford wives liked didnt appeal mewhen read plot outline award winning playwright michael caine decides murder one former pupils christopher reeve steel script success excited like thrillers michael caines good actor sidney lumets good director ira levins work generally goodi wont spoil anyone hasnt seen yet id say loads twists turns many kind hard explain films plot line detail without giving away enjoyed first minutes twists turns began occur point interest enjoyment began fade though give lumet credit amusing ending make laugh loudthe main cast michael caine christopher reeve dyan cannon irene worth brilliant roles though worths obvious fake russian accent got nerves slightly nothing personal irene think actors fake accent would irritate sure cannons character meant annoyingly funny dyan managed annoy amuse timeanyone reading dont want putoff watching views give chance may like may opinion,negative
moral show bad eating habits give people bad hair bad taste clothes bad posture bad jobs obviously miserable loathe however learn eat broccoli wealthy successful attractive tlc ought ashamed blatant exploitation parental fears guilt nutrition really important able develop show using honest truthful methods really believed computer simulations id like see doubleblind test finding yearolds finding eating exercise habits children ageprogressing kids photos compare real things hey sounds like project mythbusters discovery channelare listeningtlc must stand tabloid lies cons,negative
thunder alley finds fabian banned nascar tracks causing death another driver stanley adams might want put team racers drivers arent arounddesperate employment fabian hooks auto stunt show owner jan murray whos paying peanuts trying capitalize fabians bad rep hes got take annette funicello whos murrays daughter provides another reason stick aroundthe rest film fabians struggle get back nascar circuit time juggling annette current girl friend diane mcbain personally would taken mcbain annettethunder alley helped location shooting southern nascar tracks good film footage nascar racing helped rather silly story delves real reason fabians problems rather unrealistic recovery samestill fans nascar might go,negative
plot movie dangerously thin star power call consists joe estevez dont know shocking fact movie made fact people actually gave good comments ever see cover video youll able read someone even went far saying actresswriter could leading lady yeah joe estevez could money brother martin want check anyways highly recommend watching mts version least youll laugh lot without going insane,negative
liam neeson portrays scottish legend robert roy macgregor early th century true actor captivates audience charisma roles jessica lange excellent wife mary mary beautiful woman love makes rob roy legend passion makes love undying need tim roth evil cunningham perfect one way another upon watching movie find cunningham disgusting scotland scenery beautiful environment conditions times depicted quite well like history romance passion love youll enjoy rob roy violence blood unavoidable telling story told gratuitous violence listen carefully youre used scottish accent one important point makes movie good one actor actress glamorized get dirty actually look unattractive various scenes skill actors attracts dont rely marquee names popularity sex symbol appeal something special,positive
okay come long way houston whenever see movie taken back little cowgirls dream one day ride bull gilleys burned drinking ageif grew east texas know movie accurate depiction contemporary life time didnt trust watch movie either join many love time strangely repulsed least make fun rednecks plenty material poking fun movie doesnt try pc hide white trash element honest time placegotta,positive
watched lonesome dove return lonesome dove streets laredo dead mans walk excellent sorry hunk junk cheaply done poorly actedin previous series captain call gus mccrae come tough respectable cowboys despite fact caption call played different actor every time one quickly dead mans walk boys believable younger versions experienced texas rangers comanche moon couple chubby rednecks stop watchingi suspect many glowing reviews show written people made stinking pile sorry end otherwise great franchise,negative
yep definatly worst mstifyed movies definately seen worse think gremlins rated r well anyway met rick sloane scifi convention amazingly lecturing one really low budget conventions everything goes everyone brought something want see crap seen friends brought inhe seemed like nice guy cool questions comments hobgoblins even told take seriously said loved mstk versionall rick sloane knew think meant bad like mars attacks guess im standing movie giving betraying fellow msties sorry guys,negative
occurred final scene movie froze reveal scant detail buddy hollys death still people alive today venue clearlake iowa remember vividly haunting memory lent even poignancy lyrics american pie pays tribute day music died world lost tremendous talent day lives cut short way prime one wonder might trio musicians perished day survived create even greater musical legacyi watched film today thirty years original theatrical release thirty years trouble wrapping mind around forgotten lot remembering little things like cricket wall became immortalized bands name remember music hard sit begin tapping beat oh boy thatll day one wonder threat morals might actually come tunes im buddy score least could jungle rhythms came funny successive decade brought threat fabric society beatles motown disco whole host musical forms still listening dancing beat guess couldnt badthere another takeaway film forgotten learned bang phone table person end wasnt seeing things way ive done number times years forgotten source well good another thirty years nowyou certainly give gary busey credit portrayal buddy holly seeing today one could never imagine slimmed rocker horn rimmed glasses tour de force characterization performance earned busey oscar nod stroud charles martin smith competent buddys band members though characters take back seat much story enjoyed subtle ways musical legends segued picture names like sam cooke king curtis without ever dwelling presence ill always fan follower music fifties sixties oldies call guess makes bit oldie cant replace experience growing music history makes big screen goes reinforce idea ill keep enjoying music well day die,positive
first excellent series though sort james bond effect mean new casino royale takes place chronologically first adventure dr second golden eye first film pierce brosnan judi dench referred new replacement male could place beginning bond became double aside fact obviously years older less poetic license thrill need turn heads aside bit wish entertained new star trek movie primitive electronics original series nearly half century ago communicators fantasy call cell phones sliding levers instead buttons omg think years would perfected rogaine jeanluc picard please lets give producers leewaybut try make things bit consistent let us ponder cylons creation years prior end battlestar galactica case cylons populated original earth come know technology exists spontaneous jumps space well happened one cyclon ships war caprica fleet fired upon sunspot whatever one ship loaded humanlooking cylons wound jumping space time back thousand ten thousand years crippled ship near earth one colonized found could repopulate eventually destroyed sent ragtag fleet search legendary caprica find habitable unpopulated planet colonized become humans eventually invented cylons time paradox course came first chicken road cares fraking entertaining,positive
viewed first two nights coming imdb looking actor info saw rating surprised since impressed id seen reference happen believe lonesome dove best tv western ever grew next mgm back lots culver city certain sense reverence western genre saw glowing first review decided read found several reviews stars summed feelings well lack character development poor editing feeling shot universal back lot mgms long gone overall impression going come close changing feelings ld impression overwhelming vote chose write less got wondering process yields rating people giving take time justify vote ballot box stuffed people monetary motivation long used imdb one tool screen movies thought best available sure,negative
rarely comment films ive read comments cannot believe people applauding celluloid rubbish know certain people agenda lets take merit poorly acted badly shot story felt director making going along going focus sexual aspect film involving little kids makers film obviously knew wanted audience would want say terrible film content poor offensive production amateurish glad could make film like legally today,negative
feel totally ripped someone needs refund spent blockbuster rent homemade mess musical complete waste time evening dont get get distributed first placesomebody must heavy drugs night deal made ive seen better films come film schools film school say fact quality work also bad viewshot dv nuff said songs songs banter sounds every section want see good musical dont rent movie,negative
documentary use term loosely apparently summarizes muslims trying violently take world states muslim doesnt admit either ignorant faith lying face also every person interviewed film found market ludicrous take reality selling claptrap conservatives willing let others thinking west needs know nothing propaganda aimed mental midgets looking actual documentary islam current state middleeast would look elsewhere try something provides multiple points view qualified sources,negative
first nothing wrong studying daniel revelation matthew isaiah prophetic scriptures also nothing wrong making film attempt present gospel message qualms movie either sincerity aspirations christian though amillenialist believe great tribulation believe christ return said much even though disagreement film rapture rate movie lowno makes rate movie low sincerity message rather lack production values awful script mediocre acting pitiful fx movie ranks cheesiest scifi fodder movie ranks plan outerspace movie failed age well probably dated time made sequelthe apocalypse genre film producers could learned make end times film failed left behind series apocalypse series omega code series failed learn addressed fx problems dated look problem scripts still poor acting woodenthere great christian films extremely low budgets film one im surprised mstk crew never lampooned one,negative
really like film stars dancing story goes along rita hayworth glamorous musical costumes gorgeous although musical thought rita hayworth fine performance dramatic acting film well far dancing think excellent even betty grable pretty much endorsed ritas dancing film commented rita danced rings around dancing lets face betty grable excellent dancer cinematography vivid colors also noted rita wants cover girl magazine shes also love mentor played gene kelly leave kelly fulfill dream bypass love broadway stardom stick around find unique pearl change life forever youll watch film find,positive
already noted short film every sunday could considered first music video happy accident resulting mgms need crank variety short films exhibit feature length material couple fresh young singing talents judy garland deanna durbin available essentially slapped together blend music styles kind norman rockwell concert park setting would dreamed time would capture best collection images since eisensteins odessa steps sequence sunday inattentive folks sitting around small wooden band shell park tired looking ensemble play strauss events unfold next sunday judy deanna save day operatic deanna sings il bacio kiss garland follows contrasting waltz swing climax nicely blends two styles duet americana must seethen know im child,positive
worst movie probably ever see crossbones southern comfort bad movie fan like atrocity film fun youve years camera make oldschool kung fu noises zooms random guy stuff nascar commemorative plate bag anyway vampires shoot lightning die highlander dracula mccloud cares laugh movie continuity plot anything really ron halls range emotions always looks happy sad angry confused rest cast couldnt act way paper bag special short bus kinda special effects randomly placed never needed scenes lit desk lamp lit mel novak audacity look offcamera line even edited keep filming fact half movie isnt even film film sony handcam film seems left boom mike home movie doesnt plot holes mine field confusion mental pain oh love thank ron hall cinematic abomination went bought cause damn funny amazon rush deliveredi weapons weapons weapons,negative
enjoy riddles suspense enjoy movie truth told mostly adrian paul part got pick knew almost nothing movie beforehand plot sarah carly pope student philosophy metaphysics starts playing mysterious riddle game trying figure reason gets involved game solving riddles vern adrian paul shop owner also riddle fanatic also gets entangled game myth solve game meaning existence referred design revealed brendan fehrs character village idiot type hanging around shop turns seems thought movie pretty well done definitely original concept rare find days personally happen like riddles puns werent difficult still fun movie well worth rental havent seen get,positive
although notorious bettie page well acted shot best cliffs notes version betties biography film mainly centers work irving paula klaw brother sister team produced bulk famous photos detail life posing aside religious rebirth cites real bettie page richard foster source ignores betties later years mental illness incarceration mental hospital narrow focus biography debated majority betties fans civilians would probably interested modeling career getthe film well acted gretchen mol faithfully reproducing look bettie well conveying sweetness photos exuded character played rather naive probable byproduct interviews given bettie recent years likely bettie aware nature photos rationalized acting costumesthe supporting cast also outstanding chris bauer lili taylor playing irving paula klaw david strathairn estes kefauver film errs character john willie played jared harris john willie never met bettie page involved photo shoots klaws harris plays willie bit like peter otoole debauched statedespite quality acting film bit disappointment terms depth story rather cursory never feel truly get know bettie much like photos image tend exaggerate betties notoriety photos mainly seen around new york narrow market underground cultish publications real fame came photos reprinted late cult betty page name usually spelled grew betties greatest exposure pardon pun playboy appearing january issue christmas photo staged reverse filmthe film well done rather shallow able sustain interest end showcases many fine performances hits high points betties life ignores many details would given far greater depth ending rather let feels rather abrupt still movie definitely worth viewing anyone interested bettie even time period soundtrack great really pulling viewer nothing else film stands showcase americas burgeoning sexuality clash puritan past also peek icon men women,positive
saw movie little girl enjoyed every time sure graphics little cheesy compared back great saw original spanish version thought wonderful remember christmases family magical santa claus amazing couldnt wait come back yearif childchildren speak spanish bring watching old fashioned version santa claus different version used today says one wayits fun movie watch teaches children good vs bad dont know english subtitled version english one spanish best enjoy happy holidays feliz navidad,positive
uwe boll cinema con man extraordinaire released first house dead adaptation completely deserved mockery generally agreed among fans source video game one would incredibly moronic contemplate making sequel hollywoods percapita ratio morons must indeed high sequel distributed antipodes sony company normally known taste expensive writeoffs released direct television america sequel improve original respects becomes bland rather interesting scale scenario enlarged action taking place deserted town happens surround university experiments virus reanimate dead occurring particular action spread throughout university first infected denizens found put simply film differs original actually occurs within house dead people foundthe cast hand real step backward emmanuelle vaugier specifically made resemble lowrent angelina jolie rest cast never reaches level slummingit jürgen prochnow fact name stand among cast one sticky fingaz probably want recognised easily people faces home put simply people could convincingly order pizza big screen even best direction say boll least inspired actors like ona grauer fight ineptitude said people involved least seem aware film sucks might well fun much problem original director thought crafting kind misunderstood masterpiece took seriously unfortunately actors failing take characters predicament seriously little dramatic tension could underminedmuch plot concerns search generationzero victim whatever plague causing dead rise translate practical terms trying find someone infected virus mutated form threatening humans would help nonmutated strain usually required create vaccine anyones guess manner quest paced suffers problems wehavetogoback plot device used order pad running time actual timing extra quest also problematic told one point town obliterated cruise missiles ten minutes yet heroes drive back university locate sample looking fight enough zombies eat army china space time filmmakers take note pays specific time serve rather hinder dramatic tensionthe special effects used house dead leave original dust uwe boll simulated deaths characters using idiotic rotating camera tricks michael hurst instead uses graphic details budget allow necks bitten arms cut heads shot makes much convincing throughput also disallows mockery obvious fakery photography also much improved dvd crypt put fact focus throughout makes improvement upon original also deprives us something laugh expense writing also improvement setback throughout script references horror survival horror games obvious run like hell offered first couple times work offer clever ways work titles ordinary everyday dialogue eighth time however get nerves remind gamers things would prefer timeinterestingly house dead cost mere six million bring television screens across america given tom savini would cost work film nowadays say somewhat impressed visual results contrast muchreviled original zombies look like actual zombies rather extras bad makeup shot poorly contrast original actors appear clue sealing deal fact apart real zingers scattered throughout characters speak like real people however story nothing seen thousand times already aliens real dawn dead evil dead released acclaim acclaim came fact films either something seen well really care house dead competent enough mock brings nothing new particularly brilliant table end caring eitherfor reason many others gave house dead two ten good bad bad good unless sucky films much best steer clear,negative
learning sister susan contemplating divorce kate decides travel distraught womans remote country home spend time kate arrives however susan nowhere sight thats someone murdered stuffed body trunk basement storm rages outside kate tries figure sister could gone places life great dangerthe killer still premises first postbewitched vehicle elizabeth montgomery gives solid dramatic performance merwin gerards teleplay based short story mcknight malmar malmars tale first brought television episode boris karloffs thriller anthology series thriller stuck closely story kind pity could used little punching granted malmar wrote moderately creepy number gerard creator one step beyond show adds several clever ingredients heighten tension suspense,positive
spoilers ahead want call thati would almost recommend film people truly see begin well start topthe story dont believe premise movie nothing abandoned cars people finially understanding mysterious happenings draub basic go cabin movie intensity effortthe screenplay usually give credit indie screenwriters hard work starting outbut crap story flat leaves emotionless entire movie dialogue extremely weak predictable boasting lines woah totally freaked wondering youd uhif youd like touh would come cabin makes want rip hair one strand time feed myselfthe characters holy crap described characters flat want take one step say actually reverse character arch actually start working parallel universe almost start acting backwardsthe actors worse characters actors take already poor written characters add terrible high school drama acting woah totally freaked said monotone slow like dumbed could complain hours actors alonetechnical lighting eight year old would disappointed lighting movie shadowy areas bleached others director shouldnt use light emotion learns light basic scene properly baby steps sound many sound guys take make really shotty sounding movie many sound guys sound amazing quite opposite occured one scene particular really sticks guys driving car sound car changes every camera angleweak camera learn use itanyway im running complaining spacerent dare yourent learn itgive ratingit deserves itsigning amanda christmas,negative
honesty someone told director lemony snickets series unfortunate events city angels caspers going neat little low budget indie film thatd real good id say person must joking thats director brad siberling really good items less similar conceit films like sunrise lost translation recently involves chance meeting two people serendipity didnt put theyd probably never cross paths wouldnt say word one like films items less focuses relationship builds characters come understand build others strengths weaknessesthe story involves morgan freeman playing unnamed actor goes research role grocery store employee upcoming independent movie things beyond control ends spending day lady items less lane played paz vega rotten marriage hoping land new job secretary initially freemans character needs lift home spending time however wants get know maybe even offer advicebrad siberling builds characters almost entirely exchanges freeman vega plot merely setup two characters interact films minute duration freeman fun character appears outsider lower class world vegas character scarlett inhabits vega meantime grows beyond stubborn checkout clerk upset lifes situation looking move onthere couple things really stood film first siberling probably taken note independent cinema make sure relationship sincere doesnt fall hollywood pitfalls mutual friendship develops convincingly throughout film works even though situation seem little inconceivablei also impressed performances freemans presence gives film credibility getgo shows certain amount charm fun usually seen paz vega meanwhile priming breakthrough us film sometime future loved spanglish shes equally good tough nononsense scarlet towards end film successfully conveys growth character im looking forward seeing filmsoverall items less functions best character piece well scripted directed brad siberling hasnt done much writing feature film work consisted mostly big hollywood films yet theres certainly artist work anxious see hell take road,positive
good comedy movieijust liked iti dont know love movie love itstorylineit story two boys amar aamir khan prem salman khan want get rich quickly taking shortcuts book amar son honest barber murli manohar deven verma mumbai prem son bankeylal bhopali jagdeep hardworking tailor bhopal amar prem sell fathers shop house respectively zero hill station beautiful wealthy heiress raveena raveena tandon come london accompanied friend cum secretary karishma karishma kapoor intention getting married virtuous indian lucky man wed raveena inherit father ram gopal bajajs paresh rawal entire wealth amar prem see get rich quick chance woo raveena trying enter teja paresh rawal double role whose sole ambition life grab twin brother ram gopal bajajs millions teja plants bhalla shehzad robert vijoo khote raveenas house help fulfill ambition story progresses turns mad chase ram gopal bajajs wealth full humor romance thrills chills raveena karishma see amar prems mischievous intentions teja succeed motives see super comedy andaz apna apna aamirsalmanraveenakarishma paresh bestgood musicgood directiongood story screenplayand good comedy,positive
okay im sucker good documentary particularly tells modernday quixote story caveat met mark borchardt winter still working coven ill save story later american movie commenced production long accurately portrays person knew although greater depth expected believed existed simultaneously funny sad film brilliantly executed mark comes across worse enemy childlike ambition optimism admire undermined apparent artistic ineptitude well bizarre fiscal expectations hes also charismatic guy loyal sancho panza sidekick equally likeable loyal frazzled core like quixote american movie presents oftenignored inefficient aspect freedom people drawn toward professions particularly wellsuited irrespective repeated failure great film,positive
wasnt saw sidney pollack picture ever connected film worst possible movie absolute dreck dialog wooden unbelievable plot unbelievablekristen scott thomas wasted movie nothing character makes even want believe storyharrison ford like valium life eyesi blame sidney pollack failure movie script awful smart see smacks kind payoff whether studio obligation something else bloody rotten,negative
glacier slide inside cavernous ice mountain sends three characters whoosh neverending wetslide tube enough kick dazzle kids way mature audience may dazzled star gate sequence closes space odyssey miles apart vision scene great rush excitement nonetheless magnificent opening sequence also takes place furry squirrellike critter attempts hide precious acorn youve probably seen scene trailer takes place starts domino effect mountain starts cracking results avalanche horror keeps going critter tries outrun impossible movie traces two characters mammoth named manfred ray romano bucktoothed sloth john leguizamo try migrate south find human baby adopt decide track parent figures return joined saber tiger named diego denis leary whose predatory intentions bring baby tiger clan leading mammoth sloth trap diegos meateating family wants mammoth diegos learned values friendship make easy choice ultimately make end fatalistic natural dangers world along trip including erupted volcano glacier bridge threatens melt momentarily reminiscent castle escape shrek characters contemplate theyre ice age could called big chill nippy era characters wish forthcoming global warming another great line mating issues girlfriends great guys never around sensitive ones get eaten throwaway lines galore whimsical comedy lightfingered adventure makes one pretty easy watch also food scarce nice vegetarians consider dandelions pine cones good eating vocal talents romano leguizamo leary make good personas children delight antics adults fancy riffs talents mild violence intense content kids jazzed excitement get one early introductions ageold battle good versus evil family tradition friendship strong thematic ties animators also make majestic use background landscapes coolly fantastic,positive
couldnt wait end absolutely worst film ever seen thought anyone could make watchable movie folks prove minimum skill set required film redeeming features whatsoever scores zero every department amateur audience given consideration regard serious attempt act entertain storyline aimless pointless senseless cast look uncomfortable completely lack direction technical aspects film pooras dvd makes good drinks coaster,negative
theres something intriguing disaster movies simple primal premise lead several great stories granted disaster movies tend explore familiar territory instead usually live thatunfortunately flood probably marks low point history subgenre robert carlyle undoubtedly star movie even though screen time split different locations characters gives barely decent performance well joanne whalley uneven veteran actor tom courtenay played doctor zhivago heavens sake particularly bad mean timing completely time characterization extremely poor embarrassing performance man rest cast ranges decent really bad one exception jessalyn gilsig thought might plot deviceeye candy gives far convincing performance doesnt mean much considering bad everybody else still nice see caredthe script really bad confusing cliché worse lines heard quite time delivered actors one otheryouve seen story thousand times employs every dramatic hook tearjerkers youve seen outbreak armageddon poseidon movies original remake many othersthe direction awful sense timing nothing inspired shots bland dialog action fail flow editing bad edit mess without doubt movie tried rely way much rather poor cgi human factor drama struggles characters glossed scenes characters must actually face flood rare poorly done madefortv feel gives nausea guy supposed go rope helicopter problem lets show inside helicopter make really poor cutediting job next frame safely ground obvious way possiblethe movie score rather poor place timingthe ending probably worse seen quite time much like ran ideas scrap cant run something never first place must ran budgetthis really amateur job give using london location nice change gilsig actually decent key support role cgi shots decent water closing london gatesdo favor check day tomorrow disaster movie one includes older classics like towering inferno,negative
high hopes one reading earlier reviews slow plot basic well wondered read wrong reviews please boy meets girl next door aspire love basketball legends grow apart watch others progress guess get scholarships university become lovers father caught playing around younger woman young hero unable cope lapse court concentration decides go pro drop studies guess picked lakers dumps heroine emotional period years go way returns spain lost zest game hero getting married two weeks mom tells fight love professes ongoing love challenges basketball shootout wins marries wins loves well decides dump girl girl end playing basketball baby duties sorry high score partner scored soapy story read mills boon,negative
messiah compulsive viewing start finish story centred apparently random murders men london various gruesome ways dci red metcalfe ken stotthas find truth surprise little closer home might thinkgripping drama ken stott brilliant hopefully seen last dci red metcalfe,positive
different look horror styling differences american russian films interesting however american perspective movie wasnt good protagonist marie played anastasia hille wasnt pleasant character hard time identifying disagreeable time confused much little time left also much time spent bringing main location film long time passed real suspense built happened seemed volume used main effect annoying anything else concept original directtovideo movies didnt use sex make thin plot id recommend renting theater goers,negative
reed diamond plays man suffering amnesia whos mental asylum decade found wondering back roads blood hands doctors want test experimental new drug thatll return lost memories works drugs give hallucinations demon chooses escape instead outside befriends young boy whose stepfather greg grunberg mistreats mother wont let near darkroom basement acts suspicious generalwhile general mystery film tad easy identify way revealed found mr diamonds acting enthralling enough keep attention throughout interest full disclosure ive huge fan since homicide brief extremely pivotal role shield journeyman dollhouse great film good one serviceable enough although like better previous films ive seen directorwriter michael hurst room pumkinhead mansquitoeye candy one fleeting pair boobs hallucinationmy grade c,negative
original vampires one favorites curious see sequel would work considering used none original characters quite surprised played rule sequels never good original exceptions though one great movie writer well keeping main themes vampire lore first one tact jon bon jovi drawback initially proved halfway decent slayer doubt anyone could top james woods performance first one though unless bring buffyall decent watch would watch againi left two questions though happened jack crow derek bliss come slayer guess well leave imagination,positive
dreck gentle movie young love yes true young love often makes something deserves arent people romeo juliet paul michelle models good behave compared themyes run away set ideal life movie real life paul sexually interested michelle come onto bad way eventually sex one forced movie let kids know sex cause babiesone thing nudity movies camera focus therethe ending movie paul good chance found paul michelle separate time dont like ending movie think one alternative endings dvds,positive
loved todays show variety solely cooking would great stimulating captivating always keeping viewer peeking around corner see coming next earth personable get like one us made show enjoyable special guests friends well made nice surprise loved first theme audience invited play along must admit shocked see come time limits things golly ill writing recipes saving time kitchen means time family havent tuned yet find channel time assure wont disappointed,positive
probably worst movie ive seen long time independent solid writing must ditto directing acting know actors act ive seen sporanos movie bad bad maybe script maybe director probably little bothprobably lot technically ok bad bad bad theory backers movie also poker magazines saw favorable review one magazines hey made gotta good right fast bucky know takes lot hard work money even get movie made much less sold distributed commend folks final product leave bad taste mouthps free rental chose movie blockbuster tomorrow im going get money back,negative
female friend currently drawn relationship sob long term girlfriend course sob goodlooking charming etc friend intelligent woman watching jean pierre leauds character work exactly like watching goes real life guys like destroy lives female friends tragic know shes going end hurt theres nothing leaud brilliant totally empty blank throughout pulls faces tells stories thinks get reaction wantsthe scene two hours leaud lebrun made love next morning puts record sweetly charmingly sings along amuse brilliant hell idiot expression flickers back forth across face memory long time comeits long film see one go preferably cinema takes get time disappears,positive
